pop_size,mutation_rate,generations,mean_cost,std_cost,mean_time
10,0.05,30,354.20835625,31.128200607276938,0.010452191034952799
10,0.1,30,402.87710625,129.53648798215121,0.010166406631469727
10,0.2,30,540.52710625,45.769584371235275,0.010165532430013021
20,0.05,30,431.44585624999996,89.4555290069981,0.02057782808939616
20,0.1,30,346.28648125,22.980760252804426,0.02092576026916504
20,0.2,30,436.17398125,117.18947510835554,0.02157878875732422
30,0.05,30,389.47710624999996,81.25365069923399,0.03156900405883789
30,0.1,30,331.66460624999996,11.604740410711488,0.03191415468851725
30,0.2,30,465.62085625000003,75.4804131127531,0.03335253397623698
