T0,alpha,iter_per_T,max_evals,mean_cost,std_cost,mean_time
500.0,0.8,20,2000,389.47710624999996,81.25365069923399,0.012952566146850586
500.0,0.85,20,2000,466.16773125000003,72.37118938316807,0.017001946767171223
500.0,0.9,20,2000,402.87710625,103.43554817833727,0.02592643102010091
1000.0,0.8,20,2000,406.22710624999996,109.04787639245035,0.013575553894042969
1000.0,0.85,20,2000,367.60835625,47.224085465436794,0.018740177154541016
1000.0,0.9,20,2000,364.2583562500001,42.5890174140808,0.028498490651448567
2000.0,0.8,20,2000,420.84898125,84.2967477408678,0.015216747919718424
2000.0,0.85,20,2000,352.98648125,30.125830350330183,0.020519812901814777
2000.0,0.9,20,2000,363.03648125,42.29970114311539,0.031183242797851562
